Incident Number,Province,Incident type,Incident Types,Emergency Level,Reported Date,Discovered Date and Time,Regulation,Status,Company,Latitude,Longitude,Facility Name,Pipeline or Facility Type,Pipeline Name,Pipeline length (km),Pipeline/Equipment Involved?,Equipment Inspected?,No maintenance done on this equipment or component,Substance,Rupture,Released substance type,Release Type,Released volume (m3),Substance carried,Why it Happened,Significant,Activity being performed at time of incident,Workdays lost,Number of fatalities,Number of individuals injured,Number of people evacuated
INC2020-024,Ontario,Fire,Fire,Not Emergency,2/23/2020,2/23/2020 10:30,OPR,Closed,TransCanada PipeLines Limited,49.01063,-90.43433,,Transmission,Line 100-2,3393.427,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Maintenance,No,Maintenance,,,,0
INC2020-021,Saskatchewan,Explosion,Explosion,Not Emergency,2/20/2020,2/20/2020 11:15,OPR,Closed,Many Islands Pipe Lines (Canada) Limited,51.868,-101.779,,Transmission,Swan River,193.9727,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sweet,"Human Factors, Inadequate Supervision, Maintenance, Standards and Procedures",Yes,Construction,,,,0
INC2020-018,Alberta,Fire,Fire,Not Emergency,2/14/2020,2/14/2020 2:45,OPR,Closed,Trans Mountain Pipeline ULC,53.57580147,-116.6475544,EDSON,Distribution,Trans Mountain Expansion Project,946.1592,No,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Maintenance,No,Construction,,,,0
INC2020-017,Alberta,Release of Substance,Release of Substance,Not Emergency,2/14/2020,2/13/2020 5:00,OPR,Closed,NOVA Gas Transmission Ltd.,52.98812718,-112.1913827,DUSTY LAKE,Transmission,North Lateral Extension - Nps 16,276.2668,Yes,No,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,22702,Natural Gas,"Engineering and Planning, Maintenance",No,Operation,,,,0
INC2020-016,Alberta,Release of Substance,Release of Substance,Not Emergency,2/7/2020,2/7/2020 10:30,OPR,Submitted,NOVA Gas Transmission Ltd.,53.198483,-116.192766,,Transmission,Dismal Creek Lateral - Nps 8,1.899813,Yes,No,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.1,Natural Gas,"Engineering and Planning, Maintenance",No,Maintenance,,,,0
INC2020-015,Alberta,Fire,Fire,Not Emergency,2/4/2020,2/4/2020 8:40,OPR,Closed,NOVA Gas Transmission Ltd.,54.01,-117.37,,Transmission,Mcleod River North,33.93786,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sweet,"Human Factors, Natural or Environmental Forces, Tools and Equipment",No,Construction,,,,0
INC2020-014,British Columbia,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Not Emergency,2/4/2020,2/3/2020 1:50,OPR,Closed,NOVA Gas Transmission Ltd.,56.894,-122.14,,Transmission,North Montney Mainline,287.6756,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sweet,Natural or Environmental Forces,Yes,Construction,1,,1,0
INC2020-011,Nova Scotia,Release of Substance,Release of Substance,Not Emergency,2/2/2020,2/2/2020 1:13,OPR,Closed,Maritimes & Northeast Pipeline Management Ltd.,44.71527257,-63.59037083,DARMOTH,Transmission,Halifax Lateral,126.1401,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,2.13,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2020-010,British Columbia,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Not Emergency,1/31/2020,1/6/2020 7:05,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",50.74934264,-120.8572452,Savona (#7),Processing,"",,No,No,No,Not Applicable,No,,Not Applicable,,,"Failure in communication, Human Factors, Inadequate Supervision, Natural or Environmental Forces, Standards and Procedures",Yes,Operation,20,,1,0
INC2020-009,British Columbia,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Not Emergency,1/31/2020,1/30/2020 11:08,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",53.72092225,-122.6079215,,Transmission,"Spectra - 30 Mainline""",1274.364,No,No,No,Not Applicable,No,,Not Applicable,,"Natural Gas, Natural Gas Sweet","Engineering and Planning, Human Factors, Inadequate Supervision, Natural or Environmental Forces",Yes,Construction,,,1,0
INC2020-007,Alberta,Fire,Fire,Not Emergency,1/28/2020,1/25/2020 12:30,OPR,Closed,NOVA Gas Transmission Ltd.,57.12286944,-117.6319444,,Transmission,"",,No,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Construction,,,,12
INC2020-006,Alberta,Fire,Fire,Not Emergency,1/26/2020,1/25/2020 1:00,OPR,Closed,NOVA Gas Transmission Ltd.,57.80784558,-118.099678,KEG RIVER EAST,Transmission,Paddle Prairie Lateral (Stage I) - Nps 12,16.45177,Yes,Yes,Yes,Not Applicable,No,,Not Applicable,,Natural Gas,To be determined,No,Maintenance,,,,0
INC2020-005,Saskatchewan,Release of Substance,Release of Substance,Not Emergency,1/21/2020,1/20/2020 9:51,OPR,Closed,Enbridge Pipelines Inc.,52.14173322,-109.8129918,CACTUS LAKE,Transmission,"",,Yes,Yes,Yes,Condensate,No,Condensate,Liquid,26,,"Maintenance, Natural or Environmental Forces",No,Operation,,,,0
INC2020-004,Quebec,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,1/17/2020,5/16/2019 12:00,OPR,Closed,Trans-Northern Pipelines Inc.,45.41329,-74.1119,,Transmission,Mainline,635.0188,Yes,No,No,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,Natural or Environmental Forces,No,Operation,,,,0
INC2020-002,Saskatchewan,Release of Substance,Release of Substance,Not Emergency,1/14/2020,1/14/2020 1:15,OPR,Closed,TransCanada Keystone Pipeline GP Ltd.,50.48066052,-105.867038,PS 15 CARON,Transmission,Keystone,1227.085,Yes,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,29,Crude Oil,"Human Factors, Inadequate Supervision, Maintenance",No,Maintenance,,,,0
INC2019-135,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,12/18/2019,12/17/2019 4:00,OPR,Closed,TransCanada Keystone Pipeline GP Ltd.,52.65031647,-111.268398,HARDISTY A TERMINAL,Transmission,Gibson East Interconnect Pipeline,0.6109912,Yes,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Engineering and Planning,No,Operation,,,,0
INC2019-133,British Columbia,Fire,Fire,Not Emergency,12/15/2019,12/14/2019 4:30,OPR,Closed,NOVA Gas Transmission Ltd.,56.966387,-122.083585,,Transmission,North Montney Mainline,287.6756,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sweet,Maintenance,No,Construction,,,,0
INC2019-131,Alberta,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Not Emergency,12/9/2019,12/9/2019 7:40,OPR,Closed,NOVA Gas Transmission Ltd.,53.780254,-116.629058,,Transmission,Mcleod River North,33.93786,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sweet,"Human Factors, Natural or Environmental Forces",Yes,Construction,0,,1,1
INC2019-124,Alberta,Release of Substance,Release of Substance,Not Emergency,11/14/2019,11/13/2019 11:38,OPR,Closed,TransCanada Keystone Pipeline GP Ltd.,52.64186166,-111.2642622,HARDISTY EAST INTERCONNECTING FACILITIES BOOSTER PUMP STATION,Transmission,Keystone,1227.085,Yes,No,Yes,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,6,Crude Oil,"Maintenance, Standards and Procedures",No,Operation,,,,0
INC2019-120,Alberta,Release of Substance,Release of Substance,Not Emergency,11/5/2019,11/4/2019 11:26,OPR,Submitted,NOVA Gas Transmission Ltd.,53.198331,-116.194173,,Transmission,Dismal Creek Lateral - Nps 8,1.899813,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,31775.96,Natural Gas,"Engineering and Planning, Maintenance",Yes,Maintenance,,,,0
INC2019-118,British Columbia,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,10/26/2019,10/25/2019 3:30,OPR,Closed,Foothills Pipe Lines Ltd.,49.29246,-115.18849,,Transmission,Ang Mainline,169.6494,Yes,No,Yes,Not Applicable,No,,Not Applicable,,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2019-116,Alberta,Fire,Fire,Not Emergency,10/23/2019,10/23/2019 8:00,OPR,Closed,NOVA Gas Transmission Ltd.,53.7905953,-116.9528857,,Transmission,Gpml Loop No. 2,12.86328,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Tools and Equipment,No,Construction,,,,0
INC2019-114,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,10/21/2019,10/20/2019 1:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.993657,-112.523208,,Transmission,Pelican Mainline Nps 16,271.4092,Yes,No,Yes,Not Applicable,No,,Not Applicable,,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2019-113,Alberta,Release of Substance,Release of Substance,Not Emergency,10/18/2019,10/18/2019 6:30,OPR,Closed,NOVA Gas Transmission Ltd.,51.44418383,-114.5271075,WINCHELL LAKE,Transmission,Was M/L - Nps 36,115.7391,Yes,No,No,Lube Oil,No,Lube Oil,Liquid,3.18,Natural Gas,Inadequate Procurement,No,Construction,,,,0
INC2019-112,Alberta,Release of Substance,Release of Substance,Not Emergency,10/18/2019,10/18/2019 8:45,OPR,Closed,Trans Mountain Pipeline ULC,53.545709,-113.365488,,Transmission,Mainline,1596.894,No,No,No,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,2,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light","Human Factors, Standards and Procedures",No,Maintenance,,,,0
INC2019-109,Alberta,Release of Substance,Release of Substance,Not Emergency,10/9/2019,10/8/2019 9:30,OPR,Closed,Enbridge Pipelines Inc.,53.54740268,-113.3557137,EDMONTON TERMINAL,Transmission,Line 2,1282.305,Yes,No,No,Crude Oil - Synthetic,No,Crude Oil - Synthetic,Liquid,8,Crude Oil,"Maintenance, Standards and Procedures",No,Operation,,,,0
INC2019-107,British Columbia,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,10/5/2019,10/4/2019 11:00,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",56.5285191,-121.9602145,,Gathering,"12 Kobes Creek Lateral Pipeline""",29.96126,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas Sour,Natural or Environmental Forces,No,Operation,,,,0
INC2019-105,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,9/30/2019,9/29/2019 1:12,OPR,Closed,Trans Mountain Pipeline ULC,53.57580147,-116.6475544,,Transmission,Mainline,1596.894,Yes,No,Yes,Not Applicable,No,,Not Applicable,,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Natural or Environmental Forces,No,Maintenance,,,,0
INC2019-104,Ontario,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,9/26/2019,9/26/2019 7:47,OPR,Closed,Trans-Northern Pipelines Inc.,43.76842553,-79.48533571,NORTH TORONTO STATION,Transmission,Mainline,635.0188,Yes,No,No,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,"Failure in communication, Tools and Equipment",No,Operation,,,,0
INC2019-103,Saskatchewan,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,9/25/2019,9/24/2019 5:30,OPR,Closed,Enbridge Pipelines Inc.,50.183454,-103.1616,Glenavon Pump Station,Transmission,Alberta Clipper (Line 67),,No,No,No,Not Applicable,No,,Not Applicable,,,Engineering and Planning,No,Operation,,,,0
INC2019-100,Alberta,Fire,Fire,Not Emergency,9/11/2019,9/6/2019 8:00,OPR,Closed,NOVA Gas Transmission Ltd.,51.40375331,-114.0339696,CROSSFIELD EAST #2 SALES & RECEIPT,Transmission,Crossfield East Lateral Upgrade - Nps 24 - Producer Tie-in,0.390759,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Maintenance,No,Operation,,,,0
INC2019-099,Alberta,Fire,Fire,Not Emergency,9/8/2019,9/7/2019 2:15,OPR,Closed,Trans Mountain Pipeline ULC,53.57580147,-116.6475544,EDSON,Transmission,Mainline,1596.894,No,No,No,Not Applicable,No,,Not Applicable,,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Maintenance,No,Operation,,,,0
INC2019-098,Manitoba,Release of Substance,Release of Substance,Not Emergency,9/2/2019,9/1/2019 3:30,OPR,Submitted,TransCanada Keystone Pipeline GP Ltd.,50.07461053,-100.0003615,PS 23 RAPID CITY,Transmission,Keystone,1227.085,Yes,Yes,Yes,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,50,Crude Oil,"Engineering and Planning, Maintenance, Standards and Procedures",No,Operation,,,,0
INC2019-097,Ontario,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,8/30/2019,8/30/2019 12:00,OPR,Closed,TransCanada PipeLines Limited,48.443855,-80.347784,,Transmission,Line 100-2,3393.427,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2019-096,British Columbia,Fire,Fire,Not Emergency,8/28/2019,8/27/2019 2:45,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.66,-122.69,Fort Nelson Gas Plant,Processing,"",,No,No,No,Not Applicable,No,,Not Applicable,,,"Maintenance, Standards and Procedures",No,Maintenance,,,,0
INC2019-092,British Columbia,"Adverse Environmental Effects, Release of Substance","Release of Substance, Adverse Environmental Effects",Not Emergency,8/17/2019,8/17/2019 3:10,OPR,Closed,Trans Mountain Pipeline ULC,52.0652,-119.31508,,Transmission,Mainline,1596.894,No,No,No,Drilling Fluid,No,Drilling Fluid,Miscellaneous,74,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Tools and Equipment,Yes,Maintenance,,,,0
INC2019-091,Alberta,Serious Injury (CER or TSB),Serious Injury (CER or TSB),Not Emergency,8/15/2019,8/15/2019 7:00,OPR,Closed,NOVA Gas Transmission Ltd.,53.88869,-117.11462,,Transmission,Grande Prairie Mainline,339.6264,No,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,"Human Factors, Inadequate Supervision, Tools and Equipment",Yes,Construction,0,,1,0
INC2019-089,British Columbia,Release of Substance,Release of Substance,Not Emergency,8/9/2019,8/8/2019 7:00,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",58.6527,-122.7042,Fort Nelson Gas Plant,Processing,Yoyo,77.3,Yes,No,No,Natural Gas - Sour,No,Natural Gas - Sour,Gas,155958.38,Natural Gas Sour,"Failure in communication, Standards and Procedures",Yes,Maintenance,,,,0
INC2019-084,Alberta,Fire,Fire,Not Emergency,7/22/2019,7/21/2019 12:00,OPR,Closed,NOVA Gas Transmission Ltd.,55.12858033,-119.389847,PIPESTONE CREEK,Transmission,Grande Prairie Mainline,339.6264,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2019-081,Alberta,Release of Substance,Release of Substance,Not Emergency,7/14/2019,7/14/2019 5:00,OPR,Closed,Express Pipeline Ltd.,50.1731181,-111.165654,,Transmission,Express Pipeline Project,434.0498,Yes,No,Yes,Crude Oil - Sweet,No,Crude Oil - Sweet,Liquid,5,Crude Oil,"Engineering and Planning, Maintenance, Tools and Equipment",No,Operation,,,,0
INC2019-080,British Columbia,"Damage to Pipeline, Equipment, or Installation, Explosion",Explosion,Not Emergency,7/10/2019,7/10/2019 9:35,OPR,Closed,Trans Mountain Pipeline ULC,50.66260932,-120.4141634,KAMLOOPS,Distribution,Mainline Loop: Kamloops Section,81.04055,Yes,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Maintenance,No,Maintenance,,,,0
INC2019-079,British Columbia,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,7/8/2019,7/4/2019 12:56,OPR,Closed,Trans Mountain Pipeline ULC,49.181486,-122.719974,,Transmission,Mainline,1596.894,No,No,No,Not Applicable,No,,Not Applicable,,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Natural or Environmental Forces,No,Operation,,,,0
INC2019-078,Ontario,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,7/3/2019,5/12/2019 8:53,OPR,Closed,Trans-Northern Pipelines Inc.,44.025841,-78.167113,,Transmission,Mainline,635.0188,Yes,No,No,Not Applicable,No,,Not Applicable,,Refined Products-Aviation,Natural or Environmental Forces,No,Operation,,,,0
INC2019-077,Alberta,Fire,Fire,Not Emergency,6/29/2019,6/29/2019 9:20,OPR,Closed,Trans Mountain Pipeline ULC,53.54290845,-113.3644501,,Transmission,Mainline,1596.894,No,No,No,Not Applicable,No,,Not Applicable,,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light","Human Factors, Maintenance",No,Maintenance,,,,0
INC2019-074,British Columbia,Fire,Fire,Not Emergency,6/18/2019,6/18/2019 1:10,OPR,Closed,Trans Mountain Pipeline ULC,49.26797,-122.921798,BURNABY,Transmission,Mainline,1596.894,No,No,No,Not Applicable,No,,Not Applicable,,"Crude Oil, Crude Oil Sour Light, Crude Oil Sweet Heavy, Crude Oil Sweet Light",Engineering and Planning,No,Maintenance,,,,0
INC2019-072,Alberta,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,6/18/2019,6/17/2019 8:00,OPR,Closed,NOVA Gas Transmission Ltd.,54.782498,-112.808838,,Transmission,Flat Lake Extension Loop (Grassland Section) - Nps 12,15.0861,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2019-068,Manitoba,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,6/4/2019,6/3/2019 8:56,OPR,Closed,Enbridge Pipelines Inc.,49.019628,-97.571562,,Transmission,Line 1,1255.999,No,No,No,Not Applicable,No,,Not Applicable,,Crude Oil,Standards and Procedures,No,Operation,,,,0
INC2019-065,British Columbia,Fire,Fire,Not Emergency,5/30/2019,5/27/2019 2:06,PPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",55.56909171,-121.9446616,PINE RIVER GAS PLANT (PRGP),Processing,"",,Yes,No,No,Not Applicable,No,,Not Applicable,,,Maintenance,No,Operation,,,,0
INC2019-062,Alberta,Fire,Fire,Not Emergency,5/27/2019,5/27/2019 9:00,OPR,Closed,NOVA Gas Transmission Ltd.,51.91564,-111.74472,,Transmission,Bloor Lake Lateral - Nps 6,7.078991,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,"Maintenance, Standards and Procedures",No,Operation,,,,0
INC2019-051,Ontario,Operation Beyond Design Limits,Operation Beyond Design Limits,Not Emergency,5/14/2019,5/13/2019 2:23,OPR,Closed,TransCanada PipeLines Limited,45.93232,-79.37498,,Transmission,Line 100-1,2595.725,Yes,No,No,Not Applicable,No,,Not Applicable,,Natural Gas,Natural or Environmental Forces,No,Operation,,,,0
INC2019-049,New Brunswick,Release of Substance,Release of Substance,Not Emergency,5/2/2019,5/1/2019 5:23,PPR,Closed,Twin Rivers Paper Company Inc.,47.36,-68.33,,Processing,Groundwood White Water Return,1.911591,Yes,Yes,No,Water,Yes,Water,Miscellaneous,236,White Water,To be determined,No,Operation,,,,0
INC2019-048,British Columbia,Release of Substance,Release of Substance,Not Emergency,5/1/2019,5/1/2019 3:51,OPR,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",49.14183644,-121.9598926,"30 - 36""""",Transmission,"Spectra - 30 Mainline""",1274.364,Yes,No,Yes,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,0.01,"Natural Gas, Natural Gas Sweet",Inadequate Procurement,No,Maintenance,,,,0
INC2019-047,Saskatchewan,Release of Substance,Release of Substance,Not Emergency,4/29/2019,4/28/2019 10:30,OPR,Closed,TransCanada PipeLines Limited,49.93069,-108.94167,,Transmission,Line 100-2,3393.427,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,24419,Natural Gas,"Engineering and Planning, Natural or Environmental Forces",No,Operation,,,,0
INC2019-046,New Brunswick,Release of Substance,Release of Substance,Not Emergency,4/26/2019,4/26/2019 4:45,PPR,Closed,Twin Rivers Paper Company Inc.,47.36,-68.33,,Distribution,Bleached White Water Return,1.721452,Yes,No,No,Water,No,Water,Miscellaneous,0.3,White Water,Maintenance,No,Operation,,,,0
INC2019-041,Alberta,Release of Substance,Release of Substance,Not Emergency,4/17/2019,4/16/2019 2:00,OPR,Closed,NOVA Gas Transmission Ltd.,53.381576,-115.615938,,Transmission,Eta Lake,3.056572,Yes,No,No,Natural Gas - Sweet,No,Natural Gas - Sweet,Gas,192183.49,Natural Gas,"Engineering and Planning, Maintenance",Yes,Maintenance,,,,0
